1093632;0.006014928;0.031806
4358144;0.021341408;0.174319
1544192;0.002034592;0.118549
36864;0.000551136;0.112414
0;0.005578016;0.099049
0;0.000953888;0.120257
77824;0.006143744;0.110184
0;0.003431168;0.111842
0;0.00069472;0.106434
0;0.000579904;0.103265
-20480;0.001486432;0.11325
0;0.000517824;0.099331
0;0.000997984;0.107771
0;0.000638176;0.103294
0;0.00077952;0.10508
0;0.0007336;0.109146
0;0.000770496;0.110749
0;0.000505664;0.092858
-69632;0.00104976;0.103357
0;0.000994912;0.114132
0;0.00059968;0.112024
0;0.000675712;0.105969
0;0.000571872;0.103763
0;0.00068976;0.106245
0;0.000888032;0.108198
0;0.000730752;0.112711
-12288;0.00100288;0.104149
0;0.000584064;0.101991
0;0.000419712;0.1023
0;0.000727104;0.107184
0;0.000647552;0.09479
0;0.004191424;0.095326
0;0.000580672;0.099727
0;0.006409408;0.105487
-24576;0.001754368;0.110267
0;0.005110528;0.105613
0;0.000652736;0.106498
0;0.006450496;0.117937
0;0.000545728;0.092532
32768;0.000636224;0.108051
0;0.000834496;0.107865
0;0.000560896;0.102658
-49152;0.00135808;0.102829
0;0.000473344;0.092314
0;0.000649856;0.105925
0;0.000553664;0.093993
0;0.000678272;0.101556
0;0.000574656;0.103617
0;0.000756992;0.11102
0;0.000689152;0.104777
-45056;0.002805568;0.112032
0;0.00064608;0.105029
0;0.000694976;0.108838
0;0.001008768;0.116011
0;0.000772672;0.107763
0;0.001693696;0.129244
0;0.000785856;0.112382
0;0.000769408;0.107811
0;0.000553408;0.097712
0;0.002312832;0.108909
0;0.00084448;0.12241
0;0.006867584;0.111009
0;0.000611136;0.103904
0;0.005605632;0.108337
0;0.000580992;0.113706
0;0.000463104;0.09625
0;0.00069856;0.108944
0;0.000850048;0.110933
0;0.000751104;0.107808
0;0.000774016;0.112333
0;0.000750784;0.109769
0;0.000539072;0.105452
0;0.000530816;0.105045
0;0.00045632;0.10443
0;0.000664704;0.106302
0;0.000756224;0.112657
0;0.000692992;0.10427
32768;0.000585088;0.105956
0;0.000590976;0.100008
0;0.000773632;0.106152
0;0.000583936;0.110695
0;0.000786816;0.108067
0;0.000655104;0.106755
0;0.000604416;0.109276
0;0.000601216;0.107551
0;0.00048704;0.104301
0;0.000753536;0.102844
0;0.000677888;0.105183
0;0.00674816;0.108056
0;0.000790272;0.111319
0;0.005063168;0.099601
11091968;0.032658944;0.526817
221184;0.071009536;0.491749
225280;0.004640512;0.437099
196608;0.003226624;0.419423
163840;0.00312576;0.421182
200704;0.078979968;0.481737
159744;0.101750912;0.556722
266240;0.09203392;0.561924
196608;0.011006464;0.449143
151552;0.008713344;0.442262
151552;0.006153856;0.495181
147456;0.011126784;0.527046
151552;0.008641408;0.462738
159744;0.004052096;0.490143
147456;0.004718208;0.473579
208896;0.004787712;0.470445
0;0.001307648;0.12858
147456;0.009625728;0.454883
0;0.000813184;0.118787
196608;0.003199232;0.433139
147456;0.007670656;0.543654
147456;0.005321088;0.456693
147456;0.007012608;0.514221
151552;0.004893184;0.477988
159744;0.00374592;0.437219
147456;0.005138944;0.477807
147456;0.005011328;0.477638
147456;0.00415744;0.447945
151552;0.090386432;0.507878
147456;0.0801664;0.492827
180224;0.010104064;0.432578
147456;0.009306624;0.469937
163840;0.009863168;0.44743
151552;0.010010624;0.462415
122880;0.009213952;0.445179
147456;0.011540224;0.423043
147456;0.008859392;0.437099
155648;0.009723392;0.446097
147456;0.003364864;0.426586
155648;0.003028992;0.418408
147456;0.002937856;0.422526
147456;0.003219712;0.426844
147456;0.003179264;0.434471
147456;0.005174528;0.43181
147456;0.0029952;0.41722
147456;0.003106304;0.414943
147456;0.00288768;0.417954
151552;0.00345856;0.426637
147456;0.003687424;0.4269
151552;0.002981888;0.422499
151552;0.003659264;0.430709
147456;0.003625216;0.442553
151552;0.003274496;0.473994
147456;0.004535808;0.465114
151552;0.010438912;0.443996
147456;0.075232;0.502741
147456;0.091735296;0.530684
151552;0.079674112;0.591205
-2646016;0.031099392;0.508532
147456;0.00984704;0.471304
147456;0.004013568;0.456269
147456;0.00565632;0.505514
151552;0.004263936;0.481518
147456;0.003343104;0.423919
147456;0.004030464;0.472502
151552;0.008959488;0.449931
147456;0.003952384;0.435188
147456;0.007273728;0.564382
147456;0.005841152;0.479463
147456;0.004493568;0.503343
290816;0.074059264;0.494901
155648;0.004006912;0.465013
147456;0.004885248;0.495514
151552;0.011190784;0.48906
151552;0.085299968;0.486074
147456;0.091437312;0.530241
147456;0.110458368;0.555135
151552;0.0098624;0.464944
151552;0.008619776;0.455792
151552;0.004226304;0.454455
147456;0.003376384;0.425334
